DEPTH,CASEOD,MATRXDEN,ABHV,DCAL,DPOR,GR,NPOR,RHOB,RHOC,SCAL
680,4.5,2.71,40.0265,7.1598,11.6182,103.6747,21.2366,2.5113,0.014,6.7976
679.5,4.5,2.71,40.104,7.1599,11.7378,103.9116,21.4768,2.5093,0.0171,6.7985
679,4.5,2.71,40.1816,7.1604,11.9312,103.2537,21.4822,2.506,0.0243,6.799
678.5,4.5,2.71,40.2591,7.1605,11.9796,102.9819,21.4724,2.5051,0.0317,6.7984
678,4.5,2.71,40.3366,7.1602,11.8012,104.5792,21.6241,2.5082,0.0346,6.7963
677.5,4.5,2.71,40.414,7.1598,11.4842,108.1817,21.6369,2.5136,0.0369,6.7942
677,4.5,2.71,40.4914,7.1594,11.1824,113.1157,21.4724,2.5188,0.0367,6.7936
676.5,4.5,2.71,40.5689,7.1601,10.8087,116.2551,21.5729,2.5252,0.0271,6.7937
676,4.5,2.71,40.6463,7.1602,10.1001,115.9385,21.6201,2.5373,0.0288,6.7937
675.5,4.5,2.71,40.7237,7.1596,9.3586,114.5508,21.387,2.55,0.04,6.7932
675,4.5,2.71,40.8011,7.1612,9.1147,114.2944,21.0135,2.5541,0.0443,6.7918
674.5,4.5,2.71,40.8785,7.1629,9.2646,113.2123,20.7396,2.5516,0.0403,6.7903
674,4.5,2.71,40.9559,7.1633,9.3206,111.3007,21.0106,2.5506,0.0276,6.7891
673.5,4.5,2.71,41.0333,7.1627,8.9518,108.5074,21.4966,2.5569,0.0193,6.7894
673,4.5,2.71,41.1107,7.1597,8.24,106.5313,21.6242,2.5691,0.0288,6.793
672.5,4.5,2.71,41.1882,7.1592,7.4854,110.4402,21.4135,2.582,0.037,6.7966
672,4.5,2.71,41.2657,7.1612,6.8506,114.4295,21.0451,2.5929,0.0415,6.7971
671.5,4.5,2.71,41.3433,7.163,6.544,113.3921,20.8032,2.5981,0.0403,6.7973
671,4.5,2.71,41.4209,7.1639,6.5841,109.6958,20.5772,2.5974,0.0334,6.7984
670.5,4.5,2.71,41.4985,7.1626,6.4612,104.4276,20.4002,2.5995,0.036,6.799
670,4.5,2.71,41.576,7.1605,6.068,98.6279,20.403,2.6062,0.0563,6.7986
669.5,4.5,2.71,41.6535,7.1591,6.153,95.9585,20.5303,2.6048,0.0689,6.7986
669,4.5,2.71,41.731,7.1576,6.9116,97.306,20.4285,2.5918,0.0525,6.7985
668.5,4.5,2.71,41.8085,7.1572,7.4703,97.7343,20.166,2.5823,0.0269,6.799
668,4.5,2.71,41.8859,7.1574,7.279,95.3349,20.0676,2.5855,0.0219,6.7988
667.5,4.5,2.71,41.9634,7.1564,6.7308,94.233,19.9834,2.5949,0.0253,6.7973
667,4.5,2.71,42.0408,7.1553,6.2783,95.2503,20.1034,2.6026,0.0226,6.7969
666.5,4.5,2.71,42.1181,7.1535,5.8793,94.1651,20.3217,2.6095,0.0216,6.7965
666,4.5,2.71,42.1955,7.1527,5.25,88.4148,20.0889,2.6202,0.0272,6.7959
665.5,4.5,2.71,42.2729,7.1539,4.311,84.1314,19.4662,2.6363,0.0362,6.7976
665,4.5,2.71,42.3508,7.1744,3.7963,83.137,18.7031,2.6451,0.0424,6.8064
664.5,4.5,2.71,42.4343,7.3772,6.4133,85.327,18.9573,2.6003,0.0829,6.8968
664,4.5,2.71,42.5431,8.1598,16.3276,87.874,21.2523,2.4308,0.164,7.3676
663.5,4.5,2.71,42.7033,9.4608,33.8585,88.1431,24.4696,2.131,0.1909,8.3525
663,4.5,2.71,42.9121,10.7303,52.3899,93.7084,26.642,1.8141,0.1421,9.0202
662.5,4.5,2.71,43.1219,11.2516,64.2521,122.9572,27.2898,1.6113,0.0957,8.6373
662,4.5,2.71,43.2798,10.1327,67.5883,208.8651,27.3616,1.5542,0.0848,7.7124
661.5,4.5,2.71,43.3857,8.3938,65.0949,376.7598,26.9003,1.5969,0.0452,7.0392
661,4.5,2.71,43.4717,7.5831,57.7741,574.3249,25.2241,1.7221,-0.0424,6.8289
660.5,4.5,2.71,43.5548,7.4434,44.9118,657.1556,23.1772,1.942,-0.0709,6.8163
660,4.5,2.71,43.638,7.4338,29.7677,558.9762,21.8716,2.201,-0.0171,6.8253
659.5,4.5,2.71,43.7213,7.4351,18.151,389.9901,21.1859,2.3996,0.0308,6.8329
659,4.5,2.71,43.8049,7.4377,12.0036,250.3052,20.178,2.5047,0.0479,6.8437
658.5,4.5,2.71,43.8887,7.4394,9.1885,159.2367,18.3997,2.5529,0.0323,6.8559
658,4.5,2.71,43.9725,7.4403,7.3149,111.9877,16.572,2.5849,0.0161,6.8522
657.5,4.5,2.71,44.0561,7.4398,5.633,90.2545,15.1224,2.6137,0.0208,6.8385
657,4.5,2.71,44.1394,7.4382,4.1594,74.7998,13.4903,2.6389,0.0283,6.8316
656.5,4.5,2.71,44.2227,7.4363,2.6593,62.7657,11.343,2.6645,0.0423,6.8297
656,4.5,2.71,44.3059,7.4351,1.1666,51.0639,8.6048,2.6901,0.0622,6.8292
655.5,4.5,2.71,44.3892,7.4373,0.1474,39.0679,5.916,2.7075,0.0683,6.829
655,4.5,2.71,44.4726,7.4405,-0.1777,30.6424,4.4328,2.713,0.0584,6.8299
654.5,4.5,2.71,44.556,7.4411,0.0611,26.6637,4.0447,2.709,0.043,6.8298
654,4.5,2.71,44.6395,7.4503,0.6527,27.5712,4.9958,2.6988,0.0268,6.8283
653.5,4.5,2.71,44.7247,7.5358,1.3895,35.929,8.1516,2.6862,0.0245,6.8342
653,4.5,2.71,44.8146,7.7614,2.5117,53.3399,12.9716,2.6671,0.0496,6.8574
652.5,4.5,2.71,44.907,7.867,5.0649,72.2112,17.7307,2.6234,0.0909,6.8805
652,4.5,2.71,44.9964,7.7098,9.6502,84.1362,20.591,2.545,0.0937,6.8792
651.5,4.5,2.71,45.0829,7.5716,14.969,92.8161,21.4847,2.454,0.0517,6.8609
651,4.5,2.71,45.1681,7.5279,19.4409,102.7425,22.0157,2.3776,0.0342,6.8438
650.5,4.5,2.71,45.2528,7.5069,23.0893,117.9759,22.4996,2.3152,0.0451,6.8352
650,4.5,2.71,45.3372,7.4906,25.6214,131.8986,22.5326,2.2719,0.0367,6.8315
649.5,4.5,2.71,45.4212,7.4764,25.3785,143.7708,22.2327,2.276,0.0139,6.83
649,4.5,2.71,45.505,7.4685,22.9767,183.8183,22.3481,2.3171,0.0282,6.8279
648.5,4.5,2.71,45.5888,7.4654,22.4715,266.647,23.0778,2.3257,0.0556,6.8259
648,4.5,2.71,45.6724,7.4637,25.5678,329.7709,23.8861,2.2728,0.0507,6.8238
647.5,4.5,2.71,45.7561,7.4644,29.073,309.6925,24.2778,2.2129,0.0354,6.8229
647,4.5,2.71,45.8398,7.4654,29.4408,236.1808,23.6159,2.2066,0.0198,6.8256
646.5,4.5,2.71,45.9237,7.4656,25.5938,160.9023,21.5092,2.2723,0.0038,6.8295
646,4.5,2.71,46.0075,7.4651,18.495,107.1055,18.6145,2.3937,0.001,6.8321
645.5,4.5,2.71,46.0913,7.462,10.6104,76.8621,15.9551,2.5286,0.0116,6.8313
645,4.5,2.71,46.175,7.4592,4.7886,61.8327,14.5511,2.6281,0.022,6.8291
644.5,4.5,2.71,46.2587,7.46,2.5706,66.1496,15.4234,2.666,0.0279,6.8299
644,4.5,2.71,46.3425,7.4612,3.3569,86.7983,17.8194,2.6526,0.0385,6.831
643.5,4.5,2.71,46.4263,7.4614,5.2149,104.4799,19.5207,2.6208,0.0551,6.8298
643,4.5,2.71,46.51,7.4623,6.5426,106.2709,20.0042,2.5981,0.0613,6.8304
642.5,4.5,2.71,46.5939,7.4634,6.7557,101.1277,19.6938,2.5945,0.0569,6.8323
642,4.5,2.71,46.6777,7.4634,5.9317,93.5408,18.615,2.6086,0.0587,6.8317
641.5,4.5,2.71,46.7614,7.4612,4.5126,80.5682,17.2983,2.6328,0.056,6.83
641,4.5,2.71,46.8452,7.459,3.1973,68.333,16.8177,2.6553,0.0513,6.8331
640.5,4.5,2.71,46.929,7.4567,2.6249,63.7859,16.499,2.6651,0.048,6.8362
640,4.5,2.71,47.0126,7.4541,2.6096,58.2308,14.6481,2.6654,0.0354,6.831
639.5,4.5,2.71,47.0961,7.4529,2.1957,48.202,11.5044,2.6725,0.0172,6.8252
639,4.5,2.71,47.1796,7.4544,1.1071,42.4261,8.7528,2.6911,0.0247,6.8232
638.5,4.5,2.71,47.2631,7.456,0.2616,38.2714,6.659,2.7055,0.0405,6.8222
638,4.5,2.71,47.3466,7.4565,0.1389,36.2703,5.145,2.7076,0.0344,6.8231
637.5,4.5,2.71,47.4302,7.4568,0.2314,38.9477,4.2669,2.706,0.0399,6.8246
637,4.5,2.71,47.5138,7.4567,0.4625,39.692,3.3729,2.7021,0.0499,6.8252
636.5,4.5,2.71,47.5973,7.455,0.9902,36.7014,2.3093,2.6931,0.0408,6.8255
636,4.5,2.71,47.6808,7.4532,1.457,35.387,2.5696,2.6851,0.0333,6.8261
635.5,4.5,2.71,47.7644,7.4533,1.845,41.5552,4.454,2.6785,0.0476,6.8268
635,4.5,2.71,47.8479,7.4528,2.6538,52.5746,6.8342,2.6646,0.067,6.8271
634.5,4.5,2.71,47.9314,7.4492,3.8498,56.7845,8.3315,2.6442,0.0725,6.8269
634,4.5,2.71,48.0148,7.4464,4.6755,51.1668,8.2567,2.63,0.0552,6.8268
633.5,4.5,2.71,48.0981,7.4457,4.5957,42.2422,7.8473,2.6314,0.0348,6.8252
633,4.5,2.71,48.1815,7.4451,3.9525,37.462,8.2555,2.6424,0.0287,6.825
632.5,4.5,2.71,48.265,7.4445,3.3553,41.0505,8.8406,2.6526,0.0243,6.8324
632,4.5,2.71,48.3486,7.4442,2.8981,49.1882,9.6356,2.6604,0.0217,6.8425
631.5,4.5,2.71,48.4325,7.4439,2.6675,63.8488,12.1143,2.6644,0.0418,6.8529
631,4.5,2.71,48.5167,7.443,3.1369,83.4655,15.6017,2.6564,0.0678,6.8661
630.5,4.5,2.71,48.6008,7.4418,4.2356,91.0042,17.4688,2.6376,0.0867,6.8662
630,4.5,2.71,48.6845,7.4419,5.2203,78.3147,16.3113,2.6207,0.0911,6.8461
629.5,4.5,2.71,48.7679,7.441,5.5517,55.6071,13.3746,2.6151,0.0658,6.8289
629,4.5,2.71,48.8511,7.4386,4.9281,39.6783,10.3607,2.6257,0.0397,6.8245
628.5,4.5,2.71,48.9343,7.4381,3.4497,31.5263,8.6952,2.651,0.046,6.8254
628,4.5,2.71,49.0176,7.4399,2.0553,26.5679,8.5489,2.6749,0.0576,6.8264
627.5,4.5,2.71,49.1009,7.4423,1.4996,25.0795,9.2292,2.6844,0.0532,6.8261
627,4.5,2.71,49.1842,7.4426,1.5166,24.1612,10.0791,2.6841,0.0481,6.826
626.5,4.5,2.71,49.2676,7.4436,1.862,24.2988,11.1068,2.6782,0.0487,6.8288
626,4.5,2.71,49.3522,7.4718,3.2084,31.8324,13.6355,2.6551,0.055,6.8616
625.5,4.5,2.71,49.4419,7.6221,6.5999,49.9783,17.7455,2.5971,0.0965,6.9741
625,4.5,2.71,49.537,7.8267,12.262,74.0529,21.334,2.5003,0.1746,7.0392
624.5,4.5,2.71,49.6293,7.7782,18.8449,94.2657,23.2303,2.3878,0.2285,6.9556
624,4.5,2.71,49.7171,7.6185,23.7106,103.6249,23.5542,2.3045,0.1813,6.8863
623.5,4.5,2.71,49.8035,7.5528,24.2226,102.7428,22.5827,2.2958,0.0684,6.8729
623,4.5,2.71,49.8896,7.5413,20.3435,103.8846,21.4674,2.3621,0.0162,6.8757
622.5,4.5,2.71,49.9759,7.5403,15.4044,111.7807,21.1963,2.4466,0.0353,6.8785
622,4.5,2.71,50.062,7.5378,12.3349,111.6498,21.3587,2.4991,0.0519,6.8781
621.5,4.5,2.71,50.1481,7.5364,11.1568,104.9949,21.508,2.5192,0.0503,6.8745
621,4.5,2.71,50.2339,7.5367,10.7576,105.9472,21.5552,2.526,0.0437,6.8638
620.5,4.5,2.71,50.3195,7.5371,10.5246,109.0375,21.0724,2.53,0.0259,6.8467
620,4.5,2.71,50.4047,7.5367,10.1601,105.3982,20.1658,2.5363,0.0137,6.8366
619.5,4.5,2.71,50.49,7.5345,9.5164,100.4138,19.9139,2.5473,0.0273,6.8374
619,4.5,2.71,50.5754,7.5332,8.9766,95.4568,20.6003,2.5565,0.0698,6.8424
618.5,4.5,2.71,50.6609,7.5325,9.2864,91.3319,21.288,2.5512,0.1049,6.8526
618,4.5,2.71,50.7466,7.5317,10.3797,93.1015,21.2509,2.5325,0.085,6.8626
617.5,4.5,2.71,50.8321,7.5276,10.9706,96.1607,20.6659,2.5224,0.05,6.8554
617,4.5,2.71,50.9171,7.5147,10.1008,91.7367,19.9427,2.5373,0.0475,6.8408
616.5,4.5,2.71,51.0018,7.5017,8.2363,83.382,19.2251,2.5692,0.0704,6.8393
616,4.5,2.71,51.0868,7.5032,6.6042,78.1645,18.7216,2.5971,0.104,6.8508
615.5,4.5,2.71,51.1725,7.5303,6.1967,75.7659,19.108,2.604,0.1197,6.8646
615,4.5,2.71,51.259,7.5571,6.9775,73.7483,19.9763,2.5907,0.1021,6.8786
614.5,4.5,2.71,51.3456,7.5531,7.974,71.2885,20.026,2.5736,0.0762,6.8834
614,4.5,2.71,51.4319,7.5435,8.7007,73.3397,20.0472,2.5612,0.067,6.8799
613.5,4.5,2.71,51.5178,7.5323,10.4986,83.4918,21.1725,2.5305,0.1004,6.8704
613,4.5,2.71,51.6029,7.5129,15.5808,100.4031,22.5981,2.4436,0.1363,6.851
612.5,4.5,2.71,51.6875,7.4963,23.15,116.2272,22.8282,2.3141,0.0988,6.8392
612,4.5,2.71,51.7721,7.4895,27.9441,115.1494,21.8925,2.2322,0.0108,6.8428
611.5,4.5,2.71,51.8568,7.4903,25.7682,99.2051,21.0105,2.2694,-0.025,6.8493
611,4.5,2.71,51.9417,7.4938,19.0618,87.732,20.4577,2.384,0.0153,6.8583
610.5,4.5,2.71,52.0268,7.4942,13.4355,86.4883,20.1286,2.4803,0.0401,6.8645
610,4.5,2.71,52.1118,7.494,10.9209,88.6102,20.1608,2.5233,0.04,6.8641
609.5,4.5,2.71,52.1969,7.4953,10.2388,86.1294,20.3483,2.5349,0.033,6.8621
609,4.5,2.71,52.2819,7.4953,10.0749,80.5233,20.529,2.5377,0.0254,6.863
608.5,4.5,2.71,52.367,7.4951,9.8243,76.4438,20.6571,2.542,0.0319,6.8651
608,4.5,2.71,52.4521,7.4962,9.497,74.1712,20.3714,2.5476,0.0479,6.8648
607.5,4.5,2.71,52.5372,7.4966,9.3328,74.0866,19.8746,2.5504,0.0461,6.8618
607,4.5,2.71,52.6222,7.4966,9.0451,71.1432,19.4367,2.5553,0.0385,6.8586
606.5,4.5,2.71,52.7072,7.4963,8.2482,64.1736,19.0761,2.569,0.0464,6.8589
606,4.5,2.71,52.7921,7.4952,7.1424,58.5424,18.5411,2.5879,0.0515,6.8577
605.5,4.5,2.71,52.8769,7.4934,6.0855,57.0771,17.9095,2.6059,0.0438,6.8529
605,4.5,2.71,52.9617,7.4927,5.4102,62.6103,17.8969,2.6175,0.0437,6.8505
604.5,4.5,2.71,53.0465,7.4931,5.4721,66.7739,18.4888,2.6164,0.0443,6.8511
604,4.5,2.71,53.1313,7.4939,6.0598,63.9967,19.2718,2.6064,0.039,6.854
603.5,4.5,2.71,53.2162,7.4947,6.632,62.0013,19.8026,2.5966,0.0377,6.855
603,4.5,2.71,53.301,7.494,7.069,61.1774,19.4507,2.5891,0.0312,6.8532
602.5,4.5,2.71,53.3858,7.4915,7.3192,61.1748,18.693,2.5848,0.0293,6.8538
602,4.5,2.71,53.4706,7.4902,7.1893,64.4035,18.4153,2.5871,0.0423,6.8554
601.5,4.5,2.71,53.5554,7.4918,6.7658,67.324,18.1744,2.5943,0.055,6.854
601,4.5,2.71,53.6402,7.4932,6.1044,62.3724,17.0889,2.6056,0.0548,6.8486
600.5,4.5,2.71,53.7247,7.4924,4.7883,50.7025,15.2209,2.6281,0.0399,6.8417
600,4.5,2.71,53.8092,7.4907,2.7924,45.193,13.6868,2.6623,0.0329,6.8405
599.5,4.5,2.71,53.8939,7.4882,1.409,50.4317,13.7065,2.6859,0.0438,6.8481
599,4.5,2.71,53.9787,7.4872,2.0867,59.0882,14.9088,2.6743,0.0548,6.8595
598.5,4.5,2.71,54.0637,7.4891,4.4433,64.8499,16.1501,2.634,0.0416,6.8645
598,4.5,2.71,54.1486,7.4904,6.4292,65.3949,16.6762,2.6001,0.0291,6.8611
597.5,4.5,2.71,54.2334,7.4896,6.6873,61.5121,16.2664,2.5956,0.0417,6.854
597,4.5,2.71,54.318,7.4873,5.7496,57.8975,15.1557,2.6117,0.053,6.8476
596.5,4.5,2.71,54.4024,7.4838,4.6998,55.7809,14.1702,2.6296,0.0555,6.8441
596,4.5,2.71,54.4868,7.4816,3.9181,58.5749,14.4301,2.643,0.0586,6.8425
595.5,4.5,2.71,54.5713,7.4817,3.3619,70.3922,15.8833,2.6525,0.0689,6.8461
595,4.5,2.71,54.6559,7.4817,3.3488,81.8946,17.7981,2.6527,0.0858,6.8554
594.5,4.5,2.71,54.7407,7.4814,4.458,85.7619,19.285,2.6338,0.0919,6.8641
594,4.5,2.71,54.8256,7.4821,6.492,85.0713,19.7345,2.599,0.0698,6.8669
593.5,4.5,2.71,54.9105,7.4822,8.3198,84.4731,19.393,2.5677,0.0427,6.8661
593,4.5,2.71,54.9953,7.481,9.2767,86.885,19.1065,2.5514,0.0314,6.8642
592.5,4.5,2.71,55.08,7.4801,9.8896,93.4972,19.323,2.5409,0.0334,6.8601
592,4.5,2.71,55.1646,7.4802,11.1905,112.9739,20.1627,2.5186,0.0472,6.8527
591.5,4.5,2.71,55.249,7.4798,14.2246,155.4858,21.4729,2.4668,0.0652,6.8435
591,4.5,2.71,55.3331,7.4764,19.1722,214.1412,22.9311,2.3822,0.0691,6.8355
590.5,4.5,2.71,55.4171,7.4712,23.8529,252.2813,23.5983,2.3021,0.0471,6.8346
590,4.5,2.71,55.5011,7.4682,24.8491,230.427,22.6651,2.2851,0.0212,6.8359
589.5,4.5,2.71,55.5851,7.4682,21.0009,162.7335,20.2223,2.3509,0.0128,6.8356
589,4.5,2.71,55.6691,7.469,14.481,96.0659,16.3953,2.4624,0.0148,6.8343
588.5,4.5,2.71,55.7531,7.4688,8.4062,52.2955,11.6672,2.5663,0.0186,6.8342
588,4.5,2.71,55.8371,7.4689,4.5008,34.0782,7.7951,2.633,0.0249,6.8343
587.5,4.5,2.71,55.921,7.4679,2.7063,31.0388,6.0365,2.6637,0.0277,6.8338
587,4.5,2.71,56.0049,7.4664,1.948,31.6988,5.6911,2.6767,0.0286,6.8341
586.5,4.5,2.71,56.0889,7.4661,1.5125,33.4459,5.7539,2.6841,0.0385,6.8342
586,4.5,2.71,56.1728,7.4665,1.6932,37.3319,6.6656,2.681,0.0461,6.8343
585.5,4.5,2.71,56.2568,7.4672,2.6579,42.9578,8.7091,2.6646,0.0414,6.8361
585,4.5,2.71,56.3408,7.4665,3.7589,50.9061,10.6478,2.6457,0.0366,6.8392
584.5,4.5,2.71,56.4249,7.466,4.4593,57.2524,11.993,2.6337,0.0334,6.8406
584,4.5,2.71,56.5091,7.4664,5.0407,64.8572,14.035,2.6238,0.0403,6.848
583.5,4.5,2.71,56.5935,7.466,6.0996,79.4214,16.8636,2.6057,0.0541,6.8593
583,4.5,2.71,56.678,7.466,7.3945,92.0889,18.8106,2.5836,0.0554,6.8635
582.5,4.5,2.71,56.7624,7.4664,7.9035,91.0146,19.0155,2.5749,0.0554,6.8576
582,4.5,2.71,56.8466,7.466,7.4206,80.1977,18.2991,2.5831,0.0529,6.8469
581.5,4.5,2.71,56.9307,7.4642,7.0261,81.0914,18.3477,2.5899,0.0479,6.8426
581,4.5,2.71,57.0147,7.4638,7.7341,97.911,19.2159,2.5777,0.0533,6.8416
580.5,4.5,2.71,57.0987,7.465,9.0932,104.6756,19.1398,2.5545,0.0551,6.8398
580,4.5,2.71,57.1827,7.4666,9.4641,87.1154,16.5867,2.5482,0.0482,6.8366
579.5,4.5,2.71,57.2666,7.4668,7.8939,59.6549,11.7442,2.575,0.0394,6.8335
579,4.5,2.71,57.3506,7.4658,5.0786,38.8042,6.7174,2.6232,0.0356,6.8343
578.5,4.5,2.71,57.4345,7.4644,2.4608,28.8209,3.308,2.6679,0.0381,6.8366
578,4.5,2.71,57.5184,7.4633,0.9768,28.2277,1.9348,2.6933,0.0389,6.8365
577.5,4.5,2.71,57.6024,7.4644,0.6342,33.0501,2.341,2.6992,0.0379,6.8355
577,4.5,2.71,57.6863,7.4652,0.9464,37.672,4.146,2.6938,0.0402,6.8359
576.5,4.5,2.71,57.7702,7.4645,1.4626,38.7865,6.0287,2.685,0.0458,6.8367
576,4.5,2.71,57.8542,7.4637,1.9213,38.1314,6.5568,2.6771,0.0463,6.8362
575.5,4.5,2.71,57.938,7.4625,2.1503,39.3676,6.1779,2.6732,0.0429,6.835
575,4.5,2.71,58.0219,7.4608,2.0673,40.151,5.9603,2.6746,0.0428,6.8356
574.5,4.5,2.71,58.1058,7.4606,1.8351,35.9598,5.8521,2.6786,0.042,6.8362
574,4.5,2.71,58.1896,7.4602,1.8038,30.609,5.869,2.6792,0.0397,6.8346
573.5,4.5,2.71,58.2734,7.4602,2.2509,31.7975,7.1997,2.6715,0.0401,6.8329
573,4.5,2.71,58.3572,7.4628,3.128,40.6795,10.0013,2.6565,0.0479,6.8325
572.5,4.5,2.71,58.4411,7.465,4.0569,52.3855,12.4768,2.6406,0.0574,6.8334
572,4.5,2.71,58.525,7.4664,4.6202,62.1259,13.5753,2.631,0.0645,6.8345
571.5,4.5,2.71,58.609,7.4673,4.74,66.8681,13.4991,2.6289,0.0759,6.8351
571,4.5,2.71,58.6929,7.4662,4.7947,64.534,12.6687,2.628,0.0798,6.8338
570.5,4.5,2.71,58.7767,7.4612,5.0239,58.3792,12.3093,2.6241,0.0675,6.8333
570,4.5,2.71,58.8605,7.4575,5.0741,54.2339,12.3328,2.6232,0.0508,6.8343
569.5,4.5,2.71,58.9442,7.4555,4.6577,50.8965,12.2133,2.6304,0.0485,6.8348
569,4.5,2.71,59.0279,7.4535,4.2515,46.7478,11.9464,2.6373,0.0545,6.8349
568.5,4.5,2.71,59.1116,7.4525,4.4369,42.4024,11.1828,2.6341,0.0482,6.8352
568,4.5,2.71,59.1953,7.452,5.0043,38.5232,10.4064,2.6244,0.0342,6.8352
567.5,4.5,2.71,59.279,7.4532,5.2851,35.2775,10.1206,2.6196,0.0201,6.8343
567,4.5,2.71,59.3627,7.4542,4.7899,33.6494,10.0543,2.6281,0.0142,6.8344
566.5,4.5,2.71,59.4464,7.4528,3.5417,34.0316,9.9552,2.6494,0.0268,6.8343
566,4.5,2.71,59.53,7.4521,2.158,34.2347,9.7901,2.6731,0.0452,6.8332
565.5,4.5,2.71,59.6137,7.4532,1.3856,32.7949,9.3781,2.6863,0.0581,6.834
565,4.5,2.71,59.6975,7.4555,1.532,30.0865,9.0275,2.6838,0.0588,6.8359
564.5,4.5,2.71,59.7813,7.4572,2.213,29.8826,9.6028,2.6722,0.0476,6.8386
564,4.5,2.71,59.8652,7.456,2.6799,30.9041,10.819,2.6642,0.0401,6.8405
563.5,4.5,2.71,59.949,7.4553,2.6103,30.9863,11.2852,2.6654,0.0446,6.8392
563,4.5,2.71,60.0328,7.4575,2.2498,30.271,10.8329,2.6715,0.0485,6.8368
562.5,4.5,2.71,60.1167,7.4586,1.7889,27.1118,9.7219,2.6794,0.0413,6.8374
562,4.5,2.71,60.2006,7.4581,1.205,23.9048,8.4652,2.6894,0.0346,6.8396
561.5,4.5,2.71,60.2845,7.4581,0.6623,22.4906,8.04,2.6987,0.0392,6.8405
561,4.5,2.71,60.3684,7.4581,0.4598,22.334,8.4241,2.7021,0.0448,6.8396
560.5,4.5,2.71,60.4522,7.4573,0.7005,23.8735,8.8065,2.698,0.0471,6.8407
560,4.5,2.71,60.5362,7.4567,1.24,25.4421,9.1025,2.6888,0.0457,6.8455
559.5,4.5,2.71,60.6204,7.4616,1.8908,28.8473,10.2102,2.6777,0.0629,6.849
559,4.5,2.71,60.7059,7.5202,3.3157,39.9098,13.3432,2.6533,0.1389,6.8625
558.5,4.5,2.71,60.7962,7.7583,6.8599,57.6375,17.4318,2.5927,0.2301,6.8808
558,4.5,2.71,60.8941,8.1453,12.222,71.4876,20.1549,2.501,0.2579,6.8914
557.5,4.5,2.71,60.9981,8.4681,17.2015,78.4543,21.2828,2.4159,0.2632,6.8939
557,4.5,2.71,61.1037,8.5719,20.628,84.6912,21.6393,2.3573,0.2847,6.8828
556.5,4.5,2.71,61.207,8.4575,23.7582,89.6284,21.9111,2.3037,0.2865,6.8723
556,4.5,2.71,61.3044,8.1496,29.3597,93.6805,22.5812,2.2079,0.2552,6.8651
555.5,4.5,2.71,61.3941,7.7603,39.1665,94.9494,23.6294,2.0403,0.1834,6.8479
555,4.5,2.71,61.4793,7.5352,50.1939,98.0662,24.069,1.8517,0.0765,6.8328
554.5,4.5,2.71,61.5633,7.4782,55.5896,108.5739,22.0115,1.7594,-0.026,6.8291
554,4.5,2.71,61.6472,7.4699,50.4578,103.2488,16.8529,1.8472,-0.1009,6.8309
553.5,4.5,2.71,61.7312,7.4678,36.3756,75.6303,10.2853,2.088,-0.1018,6.8332
553,4.5,2.71,61.8151,7.4664,20.7469,54.3666,5.1258,2.3552,-0.0457,6.8326
552.5,4.5,2.71,61.899,7.468,10.027,51.7374,4.0964,2.5385,-0.0025,6.8342
552,4.5,2.71,61.9833,7.4689,5.1437,66.3399,8.648,2.622,0.0265,6.848
551.5,4.5,2.71,62.0679,7.4686,4.2947,91.4969,15.412,2.6366,0.0588,6.8665
551,4.5,2.71,62.1527,7.4709,5.7007,104.6438,19.9738,2.6125,0.0781,6.8728
550.5,4.5,2.71,62.2376,7.4749,7.7699,101.0693,21.447,2.5771,0.0669,6.8716
550,4.5,2.71,62.3224,7.476,9.1841,96.2217,21.2988,2.553,0.0493,6.8685
549.5,4.5,2.71,62.4071,7.4746,9.5327,95.5027,20.9236,2.547,0.0445,6.8674
549,4.5,2.71,62.492,7.4749,9.447,97.4238,20.8169,2.5485,0.0406,6.8695
548.5,4.5,2.71,62.5768,7.4759,9.65,97.3691,20.831,2.545,0.0331,6.8704
548,4.5,2.71,62.6616,7.4763,10.1547,101.6056,20.8281,2.5364,0.03,6.8656
547.5,4.5,2.71,62.7461,7.4764,10.5238,104.5462,20.8561,2.53,0.0349,6.8561
547,4.5,2.71,62.8305,7.4753,10.4672,97.9697,20.6915,2.531,0.037,6.85
546.5,4.5,2.71,62.9149,7.4734,9.9814,94.065,20.0794,2.5393,0.0413,6.8468
546,4.5,2.71,62.9991,7.4738,9.436,95.2169,19.373,2.5486,0.0465,6.8446
545.5,4.5,2.71,63.0834,7.4753,9.4122,97.8059,19.3079,2.5491,0.0418,6.8444
545,4.5,2.71,63.1677,7.4757,10.098,100.1073,20.0565,2.5373,0.0365,6.8443
544.5,4.5,2.71,63.2521,7.4769,11.1456,97.186,20.6343,2.5194,0.0316,6.8451
544,4.5,2.71,63.3365,7.4781,12.0509,89.4223,20.2556,2.5039,0.0237,6.8468
543.5,4.5,2.71,63.4209,7.4765,12.52,86.0439,19.5452,2.4959,0.0155,6.8476
543,4.5,2.71,63.5053,7.4757,12.5959,86.0245,19.1174,2.4946,0.0134,6.8487
542.5,4.5,2.71,63.5897,7.4761,12.5678,82.8413,18.8667,2.4951,0.0159,6.849
542,4.5,2.71,63.674,7.4762,12.6519,81.2075,18.8809,2.4937,0.0188,6.8453
541.5,4.5,2.71,63.7584,7.4772,12.6572,84.3843,19.0716,2.4936,0.02,6.8426
