DEPT,CASEOD,MATRXDEN,ABHV,DCAL,DPOR,GR,NPOR,RHOB,RHOC,SCAL
679.0,4.5,2.71,59.0013,6.8642,14.8405,138.2147,21.8545,2.4562,0.0574,6.9769
678.5,4.5,2.71,59.0763,6.8491,20.814,218.3133,23.0775,2.3541,0.0727,6.969
678.0,4.5,2.71,59.1509,6.8365,26.5274,272.8364,23.9362,2.2564,0.06,6.9646
677.5,4.5,2.71,59.2256,6.8401,27.8552,256.8695,23.6484,2.2337,0.0319,6.9643
677.0,4.5,2.71,59.3005,6.8502,23.6357,198.4927,21.0512,2.3058,0.0167,6.9649
676.5,4.5,2.71,59.3754,6.8555,16.5453,130.1005,16.1666,2.4271,0.0098,6.9635
676.0,4.5,2.71,59.4504,6.8574,9.9094,73.0747,10.2365,2.5405,0.0044,6.9616
675.5,4.5,2.71,59.5253,6.8562,5.3185,45.086,5.7832,2.6191,0.012,6.9608
675.0,4.5,2.71,59.6002,6.8539,3.0685,38.0087,4.2796,2.6575,0.0206,6.9616
674.5,4.5,2.71,59.6752,6.8557,2.6794,35.7436,4.9694,2.6642,0.0159,6.9629
674.0,4.5,2.71,59.7502,6.8571,3.1504,41.3941,8.093,2.6561,0.0078,6.964
673.5,4.5,2.71,59.8252,6.8558,3.8376,57.4519,12.6694,2.6444,0.0094,6.9661
673.0,4.5,2.71,59.9003,6.8547,4.5598,71.89,16.1951,2.632,0.0238,6.9707
672.5,4.5,2.71,59.9757,6.8562,5.2988,77.5006,17.9855,2.6194,0.0379,6.9857
672.0,4.5,2.71,60.0515,6.8575,6.3045,83.7751,19.2525,2.6022,0.0438,7.0076
671.5,4.5,2.71,60.1277,6.8594,7.708,90.2537,20.4742,2.5782,0.0392,7.0236
671.0,4.5,2.71,60.204,6.864,8.8638,88.1851,20.9755,2.5584,0.0283,7.0275
670.5,4.5,2.71,60.2803,6.8678,9.1176,83.6433,20.8407,2.5541,0.0234,7.0239
670.0,4.5,2.71,60.3567,6.8687,8.9188,88.7643,20.8896,2.5575,0.0226,7.024
669.5,4.5,2.71,60.433,6.8652,9.0166,98.5764,21.004,2.5558,0.0235,7.0252
669.0,4.5,2.71,60.5091,6.8591,9.5367,98.2187,20.9363,2.5469,0.0253,7.0227
668.5,4.5,2.71,60.5851,6.8519,10.338,89.194,20.75,2.5332,0.0163,7.0208
668.0,4.5,2.71,60.6609,6.8438,11.105,83.6829,20.3398,2.5201,0.0062,7.0202
667.5,4.5,2.71,60.7365,6.8395,11.1902,83.2627,20.0313,2.5186,0.0075,7.0135
667.0,4.5,2.71,60.8118,6.8391,10.3438,77.0598,19.4571,2.5331,0.018,6.9982
666.5,4.5,2.71,60.8869,6.8416,9.1103,65.8171,17.957,2.5542,0.0203,6.989
666.0,4.5,2.71,60.9621,6.8461,7.7761,58.9641,15.9604,2.577,0.0106,6.9817
665.5,4.5,2.71,61.0372,6.8511,6.1815,56.1715,14.7925,2.6043,0.015,6.9753
665.0,4.5,2.71,61.1124,6.8542,4.9583,61.0939,15.5527,2.6252,0.0457,6.9776
664.5,4.5,2.71,61.1876,6.8555,5.0929,72.4999,16.9103,2.6229,0.0637,6.9799
664.0,4.5,2.71,61.2629,6.8563,6.4115,86.5008,18.0908,2.6004,0.057,6.9773
663.5,4.5,2.71,61.3381,6.8569,7.9549,107.1197,19.2538,2.574,0.0468,6.9744
663.0,4.5,2.71,61.4132,6.8558,8.7186,118.4834,19.2895,2.5609,0.036,6.9726
662.5,4.5,2.71,61.4882,6.8545,7.8711,101.1919,16.9624,2.5754,0.0372,6.9695
662.0,4.5,2.71,61.5632,6.8554,5.8145,70.9766,12.5039,2.6106,0.0492,6.9652
661.5,4.5,2.71,61.6382,6.8562,3.9925,49.1357,7.3651,2.6417,0.0501,6.9624
661.0,4.5,2.71,61.7132,6.857,2.9322,35.6712,3.0441,2.6599,0.0365,6.9618
660.5,4.5,2.71,61.7881,6.8573,2.0655,26.1051,0.5802,2.6747,0.0233,6.9625
660.0,4.5,2.71,61.8631,6.8569,1.238,25.8964,0.8387,2.6888,0.0199,6.9625
659.5,4.5,2.71,61.9381,6.857,1.0848,36.1263,4.1073,2.6915,0.0289,6.9633
659.0,4.5,2.71,62.0131,6.8549,2.1566,46.3922,8.807,2.6731,0.0329,6.965
658.5,4.5,2.71,62.0881,6.8518,4.1126,53.5934,12.5864,2.6397,0.0248,6.9681
658.0,4.5,2.71,62.1631,6.8498,6.1492,59.5623,14.5026,2.6048,0.021,6.9749
657.5,4.5,2.71,62.2382,6.8498,7.7938,59.5824,15.0433,2.5767,0.0143,6.9777
657.0,4.5,2.71,62.3133,6.8526,8.6036,58.7488,14.9108,2.5629,0.0089,6.9731
656.5,4.5,2.71,62.3884,6.855,8.3631,58.0916,14.2144,2.567,0.0149,6.9676
656.0,4.5,2.71,62.4634,6.8574,7.6361,50.6733,13.2627,2.5794,0.0168,6.9646
655.5,4.5,2.71,62.5384,6.8588,7.1056,44.6049,12.193,2.5885,0.0163,6.9648
655.0,4.5,2.71,62.6134,6.8559,6.8601,44.4125,11.4155,2.5927,0.0152,6.9649
654.5,4.5,2.71,62.6883,6.8489,6.3463,43.5766,11.1997,2.6015,0.0105,6.9635
654.0,4.5,2.71,62.7629,6.8407,5.0423,41.6708,11.3773,2.6238,0.0195,6.9628
653.5,4.5,2.71,62.8374,6.8335,3.361,42.8573,11.4274,2.6525,0.0417,6.9622
653.0,4.5,2.71,62.9119,6.8286,2.2877,43.8731,11.6425,2.6709,0.0602,6.962
652.5,4.5,2.71,62.9863,6.8275,2.1562,42.6842,12.2231,2.6731,0.0572,6.9622
652.0,4.5,2.71,63.0608,6.8312,2.4218,38.0865,11.8509,2.6686,0.0443,6.9629
651.5,4.5,2.71,63.1354,6.8376,2.8008,33.5814,11.2077,2.6621,0.0393,6.9631
651.0,4.5,2.71,63.2101,6.8434,3.623,31.4924,10.8997,2.648,0.0366,6.9631
650.5,4.5,2.71,63.2849,6.8468,4.6677,28.5765,9.7939,2.6302,0.0245,6.9637
650.0,4.5,2.71,63.3598,6.8492,5.0987,29.0299,9.7652,2.6228,0.0179,6.9677
649.5,4.5,2.71,63.4353,6.8587,5.0065,37.4569,12.7835,2.6244,0.0338,6.9903
649.0,4.5,2.71,63.5129,6.9167,5.5821,51.4475,16.8762,2.6145,0.0597,7.0391
648.5,4.5,2.71,63.5939,7.0451,7.5519,68.0543,19.9853,2.5809,0.1004,7.0918
648.0,4.5,2.71,63.6771,7.1346,10.7083,84.3809,21.8406,2.5269,0.1389,7.1148
647.5,4.5,2.71,63.7594,7.071,14.2776,94.2019,22.6674,2.4659,0.1297,7.1308
647.0,4.5,2.71,63.8417,6.9611,17.2815,95.0776,22.8246,2.4145,0.089,7.2416
646.5,4.5,2.71,63.9238,6.9161,20.2206,93.851,22.9236,2.3642,0.0796,7.2833
646.0,4.5,2.71,64.0023,6.889,25.408,96.9972,23.3677,2.2755,0.0895,7.1151
645.5,4.5,2.71,64.0777,6.8556,32.7086,109.6078,23.4377,2.1507,0.0644,6.9918
645.0,4.5,2.71,64.1525,6.8423,37.1387,117.417,21.5834,2.0749,0.0198,6.9659
644.5,4.5,2.71,64.2273,6.8475,33.9688,99.4563,17.0863,2.1291,-0.0359,6.965
644.0,4.5,2.71,64.3025,6.8548,24.3566,74.5312,13.1869,2.2935,-0.0539,6.9719
643.5,4.5,2.71,64.378,6.8613,14.6484,69.5535,14.2211,2.4595,-0.0225,6.9898
643.0,4.5,2.71,64.454,6.864,9.8075,80.2902,18.2923,2.5423,0.0144,7.0111
642.5,4.5,2.71,64.5302,6.8626,9.3237,93.3158,20.797,2.5506,0.0341,7.0212
642.0,4.5,2.71,64.6065,6.8661,10.2902,101.9708,21.5039,2.534,0.0299,7.0212
641.5,4.5,2.71,64.6828,6.8716,10.8378,105.0788,21.8074,2.5247,0.027,7.022
641.0,4.5,2.71,64.7594,6.877,10.5177,104.3795,22.0293,2.5301,0.0333,7.0263
640.5,4.5,2.71,64.836,6.8827,9.7031,104.699,22.2587,2.5441,0.0363,7.0263
640.0,4.5,2.71,64.9126,6.8844,9.1507,104.1778,22.3168,2.5535,0.0394,7.0209
639.5,4.5,2.71,64.9891,6.8836,9.3822,99.0684,22.2127,2.5496,0.0379,7.0171
639.0,4.5,2.71,65.0656,6.8817,9.9408,98.141,22.0446,2.54,0.0272,7.0162
638.5,4.5,2.71,65.142,6.8813,10.0395,104.7084,22.1351,2.5383,0.0288,7.0155
638.0,4.5,2.71,65.2184,6.8834,9.8019,104.5824,22.482,2.5424,0.038,7.0147
637.5,4.5,2.71,65.2949,6.8832,9.895,97.1202,22.4842,2.5408,0.0391,7.0145
637.0,4.5,2.71,65.3712,6.8781,10.3595,93.0506,21.9157,2.5329,0.0325,7.0143
636.5,4.5,2.71,65.4475,6.8722,10.7471,96.0527,21.4013,2.5262,0.0304,7.0148
636.0,4.5,2.71,65.5237,6.8705,11.2173,105.4398,21.3491,2.5182,0.0317,7.0165
635.5,4.5,2.71,65.6,6.8737,12.196,115.2363,21.4748,2.5014,0.0178,7.0169
635.0,4.5,2.71,65.6764,6.8771,13.1457,120.2108,21.4946,2.4852,0.0016,7.0156
634.5,4.5,2.71,65.7527,6.878,13.1889,116.2404,21.3028,2.4845,0.0099,7.0142
634.0,4.5,2.71,65.829,6.8788,12.4917,102.5924,21.2064,2.4964,0.032,7.0119
633.5,4.5,2.71,65.9053,6.8794,11.897,90.0821,21.1425,2.5066,0.0378,7.008
633.0,4.5,2.71,65.9815,6.8794,11.8067,91.6202,20.7017,2.5081,0.0285,7.0048
632.5,4.5,2.71,66.0577,6.8793,12.1401,101.3181,20.2241,2.5024,0.0209,7.004
632.0,4.5,2.71,66.1339,6.8791,12.6141,102.4931,20.2687,2.4943,0.0161,7.0059
631.5,4.5,2.71,66.2101,6.8794,12.8523,98.2367,20.637,2.4902,0.0189,7.006
631.0,4.5,2.71,66.2862,6.8798,12.7584,93.0845,20.5077,2.4918,0.0264,7.0006
630.5,4.5,2.71,66.3621,6.8789,12.3775,85.3432,19.2445,2.4983,0.0277,6.9914
630.0,4.5,2.71,66.4379,6.879,11.5835,76.4021,18.0317,2.5119,0.026,6.9832
629.5,4.5,2.71,66.5137,6.8793,10.6888,68.94,17.8639,2.5272,0.0342,6.9821
629.0,4.5,2.71,66.5894,6.8757,10.7293,63.6906,18.0253,2.5265,0.047,6.9847
628.5,4.5,2.71,66.6651,6.8733,12.0727,58.2806,18.2532,2.5036,0.0387,6.9845
628.0,4.5,2.71,66.7409,6.8755,13.724,54.454,18.7045,2.4753,0.0317,6.988
627.5,4.5,2.71,66.8168,6.8771,14.9448,56.601,19.1211,2.4544,0.0329,6.9926
627.0,4.5,2.71,66.8926,6.8748,15.856,61.1279,19.3025,2.4389,0.0267,6.9872
626.5,4.5,2.71,66.9681,6.8701,16.488,62.1766,19.6802,2.4281,0.0244,6.9793
626.0,4.5,2.71,67.0437,6.8674,16.8679,63.1705,20.4696,2.4216,0.0302,6.9822
625.5,4.5,2.71,67.1193,6.8673,17.3606,65.9287,21.1631,2.4131,0.0399,6.9859
625.0,4.5,2.71,67.1947,6.8671,18.1931,68.8265,21.6085,2.3989,0.0462,6.9786
624.5,4.5,2.71,67.27,6.8654,19.1885,67.53,22.019,2.3819,0.0458,6.9683
624.0,4.5,2.71,67.3451,6.8626,20.1238,62.396,22.4305,2.3659,0.0467,6.963
623.5,4.5,2.71,67.4201,6.8594,20.9408,58.4727,22.5331,2.3519,0.0417,6.9608
623.0,4.5,2.71,67.495,6.8566,21.3838,59.5201,22.2622,2.3443,0.0285,6.9594
622.5,4.5,2.71,67.5698,6.8552,21.1327,63.8446,21.8563,2.3486,0.0265,6.9591
622.0,4.5,2.71,67.6447,6.8552,20.5175,65.7242,21.4685,2.3592,0.0275,6.959
621.5,4.5,2.71,67.7196,6.8563,20.0906,59.8545,20.9336,2.3665,0.017,6.9588
621.0,4.5,2.71,67.7945,6.8584,20.0281,51.1025,20.3504,2.3675,0.0097,6.9581
620.5,4.5,2.71,67.8694,6.859,20.5357,48.2746,20.1632,2.3588,0.0076,6.9582
620.0,4.5,2.71,67.9443,6.8568,21.4683,49.7544,20.2152,2.3429,0.0059,6.9573
619.5,4.5,2.71,68.0191,6.8527,21.9209,51.5183,20.4457,2.3352,0.0181,6.954
619.0,4.5,2.71,68.0937,6.85,21.4906,50.4877,21.051,2.3425,0.0351,6.9512
618.5,4.5,2.71,68.1683,6.8495,20.9466,50.3712,21.7121,2.3518,0.0428,6.9496
618.0,4.5,2.71,68.2428,6.8502,21.0379,51.5115,21.9848,2.3503,0.0435,6.9464
617.5,4.5,2.71,68.3173,6.8512,21.6385,52.3538,21.9892,2.34,0.0418,6.9429
617.0,4.5,2.71,68.3918,6.8504,22.3633,57.4154,21.8702,2.3276,0.0402,6.9424
616.5,4.5,2.71,68.4662,6.8483,23.0134,60.5734,21.7938,2.3165,0.0374,6.9441
616.0,4.5,2.71,68.5407,6.8477,23.2381,58.3469,21.9355,2.3126,0.035,6.9445
615.5,4.5,2.71,68.6151,6.848,22.6586,57.9754,21.8202,2.3225,0.0339,6.9427
615.0,4.5,2.71,68.6896,6.8483,21.3868,63.3306,21.5027,2.3443,0.0396,6.9434
614.5,4.5,2.71,68.7641,6.8482,19.9655,72.0458,21.3891,2.3686,0.0493,6.9456
614.0,4.5,2.71,68.8387,6.8488,18.6054,80.9415,21.2603,2.3918,0.0502,6.9511
613.5,4.5,2.71,68.9136,6.8506,16.8706,88.1751,21.2698,2.4215,0.0457,6.9683
613.0,4.5,2.71,68.9891,6.8558,14.7717,94.8789,21.6379,2.4574,0.0379,6.9893
612.5,4.5,2.71,69.0649,6.8621,13.8031,107.0982,22.2129,2.474,0.0348,7.0004
612.0,4.5,2.71,69.1407,6.8652,15.5902,118.1661,23.0757,2.4434,0.046,6.9986
611.5,4.5,2.71,69.2165,6.8649,19.09,118.1705,23.8585,2.3836,0.043,6.9992
611.0,4.5,2.71,69.2926,6.8685,20.9075,113.2667,23.9299,2.3525,0.012,7.0102
610.5,4.5,2.71,69.3689,6.8742,19.3728,110.5883,23.1363,2.3787,0.0053,7.0167
610.0,4.5,2.71,69.4452,6.875,16.3737,113.6268,22.2731,2.43,0.0185,7.016
609.5,4.5,2.71,69.5215,6.874,14.2573,116.8883,22.0528,2.4662,0.0186,7.0138
609.0,4.5,2.71,69.5977,6.8744,13.3024,110.2937,22.3045,2.4825,0.0153,7.0129
608.5,4.5,2.71,69.6739,6.8757,12.7613,101.1373,22.2197,2.4918,0.0152,7.0111
608.0,4.5,2.71,69.7502,6.8767,12.2594,100.2469,21.571,2.5004,0.0164,7.0095
607.5,4.5,2.71,69.8264,6.8757,11.8198,97.647,21.1115,2.5079,0.0231,7.0093
607.0,4.5,2.71,69.9025,6.8732,11.4657,89.5379,21.1026,2.5139,0.0352,7.0082
606.5,4.5,2.71,69.9786,6.8713,11.3571,84.8332,21.1021,2.5158,0.0496,7.0063
606.0,4.5,2.71,70.0546,6.8708,12.0133,87.3648,20.6699,2.5046,0.054,7.0053
605.5,4.5,2.71,70.1307,6.8711,13.4255,89.5727,20.2458,2.4804,0.0331,7.0057
605.0,4.5,2.71,70.2067,6.8725,14.4563,90.9868,20.5229,2.4628,0.0135,7.0051
604.5,4.5,2.71,70.2827,6.8732,14.3656,90.1885,21.2317,2.4643,0.02,7.0002
604.0,4.5,2.71,70.3586,6.8727,13.8665,85.6087,21.2878,2.4729,0.0295,6.9932
603.5,4.5,2.71,70.4343,6.8726,13.7495,81.8255,20.4619,2.4749,0.0306,6.9874
603.0,4.5,2.71,70.51,6.874,14.0086,79.4218,19.6365,2.4705,0.0324,6.9862
602.5,4.5,2.71,70.5858,6.8728,14.6335,80.2047,19.4955,2.4598,0.0347,6.989
602.0,4.5,2.71,70.6616,6.8711,15.7247,86.0102,20.0855,2.4411,0.0242,6.9918
601.5,4.5,2.71,70.7374,6.8714,16.7927,87.2704,20.5825,2.4228,0.0042,6.9928
601.0,4.5,2.71,70.8133,6.8725,17.0412,84.2496,20.9335,2.4186,-0.0049,6.9964
600.5,4.5,2.71,70.8892,6.8727,16.2682,85.063,20.8365,2.4318,0.0042,6.998
600.0,4.5,2.71,70.965,6.8713,15.0302,90.1896,20.0632,2.453,0.0185,6.9905
599.5,4.5,2.71,71.0406,6.8693,14.0219,89.8096,19.3603,2.4702,0.0272,6.9833
599.0,4.5,2.71,71.1162,6.869,13.4224,86.1705,19.3131,2.4805,0.0274,6.983
598.5,4.5,2.71,71.1919,6.8692,13.0108,92.0934,19.7543,2.4875,0.0299,6.989
598.0,4.5,2.71,71.2678,6.8695,12.7863,101.1908,20.1615,2.4914,0.034,6.9983
597.5,4.5,2.71,71.3438,6.8706,13.0153,102.6071,20.7091,2.4874,0.0343,7.005
597.0,4.5,2.71,71.4199,6.8718,13.749,99.2197,21.047,2.4749,0.026,7.0058
596.5,4.5,2.71,71.4958,6.8728,14.492,97.8572,20.7069,2.4622,0.0177,7.0009
596.0,4.5,2.71,71.5716,6.871,14.7773,91.632,20.1198,2.4573,0.0314,6.9893
595.5,4.5,2.71,71.647,6.8675,15.0428,73.5546,19.7536,2.4528,0.0566,6.9762
595.0,4.5,2.71,71.7222,6.8639,15.9159,56.442,19.7982,2.4378,0.0647,6.9651
594.5,4.5,2.71,71.7972,6.8621,16.7922,49.6884,19.5218,2.4229,0.044,6.9592
594.0,4.5,2.71,71.8722,6.8638,16.3221,48.8445,18.5882,2.4309,0.0089,6.9591
593.5,4.5,2.71,71.9474,6.8666,14.519,48.1516,17.6378,2.4617,-0.0041,6.9618
593.0,4.5,2.71,72.0226,6.8677,13.3013,49.9026,17.5311,2.4825,0.0155,6.964
592.5,4.5,2.71,72.0977,6.8652,14.1261,54.0895,18.2837,2.4684,0.0283,6.9641
592.0,4.5,2.71,72.1729,6.8636,15.9687,60.8386,19.0596,2.4369,0.0192,6.9666
591.5,4.5,2.71,72.2481,6.8633,17.0535,69.0546,19.86,2.4184,0.0295,6.9702
591.0,4.5,2.71,72.3233,6.8623,17.415,71.011,20.6634,2.4122,0.0492,6.9691
590.5,4.5,2.71,72.3985,6.8606,17.7964,68.4059,21.0115,2.4057,0.0501,6.9677
590.0,4.5,2.71,72.4738,6.8607,17.754,71.8708,20.7485,2.4064,0.0393,6.9781
589.5,4.5,2.71,72.5495,6.8655,16.7149,82.9409,20.3716,2.4242,0.0383,6.994
589.0,4.5,2.71,72.6257,6.8773,15.2769,91.3482,20.6875,2.4488,0.0395,7.006
588.5,4.5,2.71,72.7029,6.9178,14.0886,92.8517,21.1362,2.4691,0.0292,7.0218
588.0,4.5,2.71,72.7813,6.9623,12.9313,89.2139,21.1537,2.4889,0.0296,7.0353
587.5,4.5,2.71,72.859,6.9381,11.594,82.4298,20.8968,2.5117,0.0284,7.0239
587.0,4.5,2.71,72.936,6.9046,10.4644,78.3416,20.3522,2.5311,0.0228,7.0222
586.5,4.5,2.71,73.0141,6.9167,10.3627,77.159,19.8321,2.5328,0.027,7.0677
586.0,4.5,2.71,73.094,6.965,12.1679,71.7373,20.1305,2.5019,0.0619,7.1157
585.5,4.5,2.71,73.1748,6.9967,16.9874,68.1933,21.5572,2.4195,0.1544,7.1302
585.0,4.5,2.71,73.2552,6.9884,25.6031,82.0451,23.6537,2.2722,0.2085,7.1155
584.5,4.5,2.71,73.3341,6.9539,35.3923,119.1752,25.0416,2.1048,0.1501,7.071
584.0,4.5,2.71,73.4117,6.9233,40.1152,166.7324,24.5081,2.024,0.0351,7.0364
583.5,4.5,2.71,73.4888,6.9175,35.9685,185.0094,22.7502,2.0949,-0.0317,7.0164
583.0,4.5,2.71,73.5653,6.9081,26.0024,149.3654,19.8903,2.2654,-0.0322,6.9921
582.5,4.5,2.71,73.6412,6.8942,16.166,100.9165,15.1916,2.4336,-0.0336,6.9729
582.0,4.5,2.71,73.7168,6.8858,9.4375,74.8289,10.1265,2.5486,-0.0211,6.9664
581.5,4.5,2.71,73.7924,6.8826,5.7052,65.6842,7.0985,2.6124,0.0061,6.9675
581.0,4.5,2.71,73.8679,6.8834,3.5433,62.0534,6.7234,2.6494,0.0121,6.9656
580.5,4.5,2.71,73.9434,6.8826,0.9472,60.5338,7.5747,2.6938,-0.0027,6.9624
580.0,4.5,2.71,74.0188,6.8809,-3.2976,53.0613,7.8269,2.7664,-0.01,6.9642
579.5,4.5,2.71,74.0944,6.8809,-8.4937,40.1539,7.0891,2.8552,0.0037,6.9697
579.0,4.5,2.71,74.17,6.8814,-12.7678,38.7942,6.3504,2.9283,0.02,6.974
578.5,4.5,2.71,74.2457,6.8817,-14.7722,48.8182,6.2047,2.9626,0.0328,6.9743
578.0,4.5,2.71,74.3213,6.8825,-13.9463,54.0922,6.1188,2.9485,0.0428,6.9734
577.5,4.5,2.71,74.397,6.8833,-10.2747,50.3866,5.9238,2.8857,0.0486,6.9704
577.0,4.5,2.71,74.4726,6.8837,-4.9335,47.7278,6.6383,2.7944,0.0438,6.9698
576.5,4.5,2.71,74.5483,6.8822,0.1886,49.9431,9.233,2.7068,0.0273,6.9745
576.0,4.5,2.71,74.6239,6.8783,4.0245,52.6516,12.7394,2.6412,0.0239,6.9769
575.5,4.5,2.71,74.7003,6.9014,6.7518,52.362,15.7268,2.5945,0.0379,6.9956
575.0,4.5,2.71,74.7831,7.1155,9.3457,52.6633,18.2125,2.5502,0.0688,7.1087
574.5,4.5,2.71,74.8794,7.6087,13.2405,61.3891,21.2495,2.4836,0.144,7.3056
574.0,4.5,2.71,74.9814,7.8186,18.7845,79.2953,23.998,2.3888,0.2148,7.372
573.5,4.5,2.71,75.0776,7.5693,23.6048,96.0773,25.1777,2.3064,0.2035,7.3345
573.0,4.5,2.71,75.1665,7.2972,24.6491,99.6452,25.1753,2.2885,0.1424,7.2451
572.5,4.5,2.71,75.2493,7.1198,22.0026,97.3543,24.6906,2.3338,0.1158,7.108
572.0,4.5,2.71,75.3279,6.9917,18.6173,96.8248,23.8716,2.3916,0.1068,7.0177
571.5,4.5,2.71,75.4043,6.9284,16.3238,94.9775,22.6623,2.4309,0.0738,6.9671
571.0,4.5,2.71,75.4794,6.9014,14.5956,86.4593,21.0375,2.4604,0.0409,6.924
570.5,4.5,2.71,75.5537,6.8813,12.6514,77.1012,19.127,2.4937,0.0262,6.9018
570.0,4.5,2.71,75.6279,6.8685,10.8653,81.2548,18.3543,2.5242,0.0359,6.9104
569.5,4.5,2.71,75.7024,6.8673,10.3892,92.2193,19.2295,2.5323,0.043,6.928
569.0,4.5,2.71,75.7772,6.8723,11.2532,93.2679,19.999,2.5176,0.0214,6.9351
568.5,4.5,2.71,75.8521,6.8795,11.8724,85.7416,20.2186,2.507,0.0141,6.9354
568.0,4.5,2.71,75.927,6.8848,11.4504,84.8587,20.2955,2.5142,0.0329,6.9333
567.5,4.5,2.71,76.0019,6.8865,10.7708,90.2944,20.0372,2.5258,0.0416,6.9296
567.0,4.5,2.71,76.0768,6.8889,10.418,91.1187,19.5923,2.5319,0.0329,6.9251
566.5,4.5,2.71,76.1516,6.8923,10.1783,86.9773,19.318,2.536,0.0259,6.9185
566.0,4.5,2.71,76.2263,6.8938,9.8445,83.3948,19.3194,2.5417,0.0257,6.9109
565.5,4.5,2.71,76.3009,6.8927,9.4863,86.2118,19.4635,2.5478,0.0352,6.9044
565.0,4.5,2.71,76.3752,6.8902,9.3094,88.9473,19.2737,2.5508,0.0493,6.897
564.5,4.5,2.71,76.4495,6.8882,9.4349,85.1775,18.4846,2.5487,0.0509,6.8945
564.0,4.5,2.71,76.5238,6.887,9.6331,79.3783,17.5829,2.5453,0.0439,6.8955
563.5,4.5,2.71,76.5979,6.8833,9.4556,73.4993,16.6001,2.5483,0.0329,6.8874
563.0,4.5,2.71,76.6717,6.8775,8.5969,66.0109,15.2513,2.563,0.0287,6.879
562.5,4.5,2.71,76.7455,6.8746,7.4109,65.0719,14.438,2.5833,0.0341,6.8834
562.0,4.5,2.71,76.8196,6.8778,6.8995,78.9769,16.0968,2.592,0.0469,6.8934
561.5,4.5,2.71,76.8939,6.8812,7.6509,93.9599,18.6993,2.5792,0.0549,6.9049
561.0,4.5,2.71,76.9686,6.8831,9.0334,100.6926,19.7576,2.5555,0.0398,6.9192
560.5,4.5,2.71,77.0435,6.886,10.0499,102.2387,20.0165,2.5381,0.0287,6.9323
560.0,4.5,2.71,77.1188,6.8927,10.4864,104.5846,20.5951,2.5307,0.0349,6.942
559.5,4.5,2.71,77.1944,6.9073,10.4877,107.1082,21.3212,2.5307,0.0502,6.9475
559.0,4.5,2.71,77.2701,6.9164,10.111,100.4299,21.1283,2.5371,0.0692,6.9419
558.5,4.5,2.71,77.3453,6.9096,9.4398,88.9074,19.1597,2.5486,0.0641,6.9203
558.0,4.5,2.71,77.4201,6.8982,8.2683,76.1457,16.7739,2.5686,0.0441,6.9123
557.5,4.5,2.71,77.4967,6.9065,6.8349,63.1466,16.2679,2.5931,0.0573,6.9987
557.0,4.5,2.71,77.5812,6.9735,6.5866,62.6857,18.1594,2.5974,0.0924,7.3445
556.5,4.5,2.71,77.6802,7.1255,8.8603,77.6441,21.1701,2.5585,0.133,7.939
556.0,4.5,2.71,77.7923,7.3481,14.1154,87.0343,23.6695,2.4686,0.1989,8.3468
555.5,4.5,2.71,77.9139,7.6451,21.7424,82.5801,24.9728,2.3382,0.2546,8.4855
555.0,4.5,2.71,78.0426,7.863,28.7469,75.7889,25.2066,2.2184,0.2445,8.5758
554.5,4.5,2.71,78.1728,7.9153,31.6902,71.7767,25.0062,2.1681,0.2187,8.5907
554.0,4.5,2.71,78.2956,7.9376,31.4806,73.6423,24.9403,2.1717,0.2656,8.2247
553.5,4.5,2.71,78.397,7.6504,31.7617,84.6091,24.8194,2.1669,0.2863,7.5043
553.0,4.5,2.71,78.4801,7.1909,32.3586,98.7815,24.3705,2.1567,0.2003,7.0528
552.5,4.5,2.71,78.5573,6.994,30.0282,107.1302,23.8048,2.1965,0.0745,6.9459
552.0,4.5,2.71,78.6338,6.9698,24.7405,112.8106,23.4372,2.2869,0.024,6.9288
551.5,4.5,2.71,78.7098,6.9604,20.453,138.2168,23.313,2.3603,0.0249,6.9133
551.0,4.5,2.71,78.785,6.9359,19.856,203.5619,23.4461,2.3705,0.0252,6.896
550.5,4.5,2.71,78.8596,6.9107,21.6693,290.2585,24.0386,2.3395,0.0213,6.8867
550.0,4.5,2.71,78.934,6.9011,22.7038,333.0663,24.3885,2.3218,0.0189,6.8897
549.5,4.5,2.71,79.0088,6.909,20.9248,290.3663,23.9338,2.3522,0.0198,6.8988
549.0,4.5,2.71,79.0839,6.9203,17.2064,203.4116,23.2204,2.4158,0.0344,6.9048
548.5,4.5,2.71,79.1591,6.925,13.9963,138.3435,22.4475,2.4707,0.046,6.9088
548.0,4.5,2.71,79.2344,6.9264,12.4566,111.9872,21.8794,2.497,0.043,6.911
547.5,4.5,2.71,79.3098,6.9268,12.0298,107.181,21.7839,2.5043,0.0382,6.9121
547.0,4.5,2.71,79.3851,6.9251,11.7729,110.1543,22.0017,2.5087,0.0341,6.9124
546.5,4.5,2.71,79.4604,6.9225,11.302,113.9637,22.1833,2.5167,0.0337,6.9126
546.0,4.5,2.71,79.5356,6.9203,10.9324,116.7894,22.0888,2.5231,0.0367,6.9118
545.5,4.5,2.71,79.6108,6.9199,10.8201,114.4288,21.9141,2.525,0.0367,6.9105
545.0,4.5,2.71,79.6859,6.9198,10.4772,104.3563,21.8885,2.5308,0.0359,6.9103
544.5,4.5,2.71,79.7611,6.9193,9.6447,94.5371,22.2035,2.5451,0.0371,6.9117
544.0,4.5,2.71,79.8364,6.9192,8.6894,93.7666,22.5296,2.5614,0.0346,6.915
