DEPTH,CILD,CALN,CALD,GR,ILD,ILM,LWTLB,NPLS,DPLS,RXRT,SFL,SP,DRHO,RHOB,PE
239,54.38,6.92,6.97,103.64,18.39,15.54,658.41,19.98,10.19,-20.87,24.74,37.51,0.01,2.54,3.49
239.5,53.47,6.92,6.97,92.51,18.7,18.88,658.61,21.54,7.4,-39.2,38.79,36.68,0.02,2.58,3.29
240,50.32,6.92,6.97,64.59,19.87,24.87,656.76,16.05,5.07,-48.97,53.17,37.13,0.01,2.62,3.51
240.5,44.31,6.92,6.97,45.82,22.57,33.18,653.27,11.22,4.58,-46.6,56.34,38.77,0,2.63,3.93
241,37.06,6.92,6.97,40.33,26.99,41.07,644.12,10.24,5.41,-34.88,49.49,40.99,-0.01,2.62,4.33
241.5,30.3,6.92,6.97,40.74,33,44.66,634.43,10.96,6.15,-17.88,40.46,42.6,-0.01,2.6,4.39
242,25.91,6.92,6.97,46.91,38.6,43.88,628.69,11.9,7.66,-3.4,35.31,42.59,-0.01,2.58,4.26
242.5,24.28,6.92,6.97,54.98,41.19,41.5,632.15,13.3,9.36,1.41,34.58,40.59,-0.01,2.55,4.21
243,25.2,6.92,6.97,60.01,39.69,39.4,636.67,14.1,9.76,-1.73,35.21,36.98,-0.01,2.54,4.05
243.5,27.21,6.92,6.97,65.65,36.75,38.18,645.47,13.64,8.95,-6.06,35.36,32.58,-0.01,2.56,3.98
244,28.62,6.92,6.97,74.76,34.94,38.16,647.77,13.45,7.88,-8.22,35.1,28.08,0.01,2.58,4.08
244.5,29.02,6.92,6.96,81.63,34.46,39.88,657.26,13.59,7.61,-10.11,35.93,23.91,0.02,2.58,4.1
245,28.56,6.92,6.97,81.59,35.02,43.92,653.38,13.38,8.62,-15.65,40.85,20.03,0,2.56,4.06
245.5,27.2,6.92,6.97,77.4,36.76,50.23,641.85,11.54,8.59,-23.64,50.96,16.18,0,2.56,4.11
246,25.3,6.92,6.97,67.34,39.53,57.57,615.29,9,7.45,-29.73,62.82,12.13,-0.01,2.58,4.39
246.5,23.3,6.92,6.97,58.2,42.93,64.14,592.5,7,6.08,-32.92,73.2,7.78,0,2.61,5.02
247,20.88,6.92,6.97,52.74,47.89,69.28,585.61,5.84,4.62,-33.07,81.4,3.68,0.01,2.63,5.36
247.5,18.67,6.92,6.97,47.69,53.55,73.61,602.34,5.27,3.64,-30.29,84.7,0.24,0.01,2.65,5.1
248,16.87,6.92,6.97,43.24,59.29,77.42,629.41,5.02,3.8,-25.02,82.52,-2.58,0.01,2.65,4.6
248.5,16.1,6.92,6.97,39.19,62.11,79.04,655.7,4.72,4.23,-22.07,80.72,-4.75,0,2.64,4.36
249,16.89,6.92,6.97,36.82,59.21,74.91,663.32,4.49,4.81,-24.05,80.61,-6.39,0,2.63,4.41
249.5,19.72,6.92,6.97,36.76,50.72,63.68,664.69,4.36,5.31,-28.49,77.08,-7.68,0,2.62,4.49
250,24.89,6.92,6.97,38.29,40.17,49.38,658.6,4.25,5.07,-32.57,68.2,-8.58,0,2.62,4.56
250.5,31.23,6.92,6.97,40.64,32.02,36.99,658.35,4.68,5.35,-32.3,54.69,-8.86,0,2.62,4.63
251,38.56,6.92,6.97,48.01,25.93,28.14,660.48,5.94,6.45,-28.2,40.5,-8.32,-0.01,2.6,4.57
251.5,45.14,6.92,6.97,57.4,22.15,22.36,661,8.18,7.6,-22.04,30.22,-6.86,-0.01,2.58,4.2
252,49.4,6.92,6.97,71.16,20.24,18.84,660.18,11.47,9.23,-14.72,23.79,-4.57,-0.02,2.55,3.76
252.5,51.13,6.92,6.97,101.45,19.56,17.13,653.68,14.93,11.26,-7.45,19.95,-2.21,-0.01,2.52,3.43
253,50.72,6.92,6.97,156.75,19.71,17.22,647.61,17.75,12.42,-9.21,20.79,-0.9,-0.01,2.5,3.13
253.5,49.01,6.92,6.97,236.11,20.4,19.41,637.66,20.26,12.16,-25.01,29.88,-1.16,0,2.5,3.01
254,46.06,6.92,6.97,288.31,21.71,24.38,631.08,20.76,10.6,-42.45,48.68,-2.83,0.01,2.53,3.27
254.5,41.75,6.92,6.97,257.84,23.95,33.18,624.96,15.58,9.05,-51.36,67.59,-5.11,-0.01,2.56,3.92
255,35.9,6.92,6.97,192.64,27.85,45.71,624.62,9.21,8.04,-49.45,74,-7.43,-0.02,2.57,4.44
255.5,29.23,6.92,6.97,150.64,34.21,58.45,624.17,6.42,7.15,-41.62,73.28,-9.55,-0.02,2.59,4.59
256,24.22,6.92,6.97,120.73,41.29,65.95,631.4,6.01,6.17,-33.54,71.63,-11.35,-0.01,2.6,4.54
256.5,21.41,6.92,6.97,102.59,46.7,66.23,630.16,6.22,5.54,-26.82,68.69,-12.75,0,2.62,4.39
257,20.82,6.92,6.97,104.6,48.03,61.42,632.58,6.49,5.94,-21.55,62.69,-13.75,0,2.61,4.39
257.5,21.84,6.92,6.97,127.72,45.78,55.27,626.06,6.88,6.89,-15.85,53.04,-14.41,0,2.59,4.49
258,23.59,6.92,6.97,177.83,42.38,50.63,624.44,7.94,8.32,-10.94,44.59,-14.73,-0.01,2.57,4.71
258.5,25.34,6.92,6.97,227.32,39.47,48.8,624.16,9.6,9.33,-11.75,42.32,-14.66,-0.01,2.55,4.92
259,26.65,6.92,6.97,222.91,37.53,50.01,629.92,10.87,9.65,-17.07,44.99,-14.01,0,2.54,5.08
259.5,27.21,6.92,6.97,188.99,36.75,53.58,641.83,10.69,9.89,-22.27,49.39,-12.45,0,2.54,5.1
260,26.99,6.92,6.97,169.26,37.05,58.11,662.45,10.05,9.39,-25.87,54,-9.78,0.01,2.55,5.04
260.5,25.83,6.92,6.97,146.29,38.71,61.71,685.23,9.49,8.63,-26.37,56.95,-5.98,0.02,2.56,4.94
261,23.8,6.92,6.97,112,42.02,63.13,707.29,9.2,7.42,-22.7,56.66,-1.63,0.02,2.58,4.8
261.5,22.18,6.92,6.97,93.35,45.08,62.64,713.22,9.56,5.64,-18.41,55.16,2.12,0.01,2.61,4.79
262,21.86,6.92,6.97,95.93,45.75,60.93,715.27,10.37,3.8,-18.7,56.29,3.93,0.01,2.65,4.74
262.5,23.7,6.92,6.97,96.55,42.19,57.05,710.09,10.71,2.98,-24.72,59.5,3.12,0.01,2.66,4.83
263,27.91,6.92,6.97,80.6,35.83,48.96,709.17,10.51,3.42,-30.51,58.29,0.46,0.01,2.65,5.05
263.5,34.71,6.92,6.97,61.27,28.81,37.65,712.8,9.8,3.89,-33.07,50.37,-2.66,0.01,2.64,5.13
264,43.04,6.92,6.97,52.71,23.23,27.16,715.51,9.59,4.12,-31.04,38.98,-5.32,-0.01,2.64,4.89
264.5,52.19,6.92,6.97,59.3,19.16,19.78,717.14,11.12,5.38,-23.68,27.34,-7.25,-0.03,2.62,4.49
265,61.91,6.92,6.97,75.94,16.15,15.2,706.04,14.13,7.34,-12.94,18.49,-8.51,-0.03,2.58,3.98
265.5,71.08,6.92,6.97,102.19,14.07,12.67,689.09,17.75,9.04,-4.16,13.71,-9.52,-0.01,2.56,3.52
266,79.09,6.92,6.96,130.69,12.64,11.4,668.92,21.55,10.77,-1.26,11.77,-10.68,0,2.53,3.26
266.5,85.4,6.92,6.97,143.7,11.71,10.93,660.87,24.42,12.29,-2.49,11.17,-12.07,0,2.5,3.11
267,89.16,6.92,6.97,138.59,11.22,10.98,659.99,25.17,13.42,-5.04,11.22,-13.67,0,2.48,3.08
267.5,90.6,6.92,6.97,125.96,11.04,11.34,666.02,25.11,13.88,-8.17,11.72,-15.46,0.01,2.47,2.95
268,90.02,6.92,6.97,113.48,11.11,11.85,672.23,24.21,14.57,-11.03,12.46,-17.23,0,2.46,2.81
268.5,88.07,6.92,6.97,105.85,11.35,12.33,682.45,23.51,14.72,-12.69,13.15,-18.71,0,2.46,2.72
269,85.53,6.92,6.97,104.5,11.69,12.64,685.28,23.58,14.57,-12.61,13.5,-19.58,0,2.46,2.72
269.5,83.39,6.92,6.97,108.17,11.99,12.72,690.15,23.34,14.29,-11.21,13.45,-19.66,0,2.47,2.79
270,82.19,6.92,6.97,114.8,12.17,12.64,673.18,23.48,13.89,-9.66,13.23,-19.06,0.01,2.47,2.85
270.5,82.2,6.92,6.97,119.56,12.16,12.5,654.15,24.44,13.22,-9.06,13.08,-18,0.01,2.48,2.86
271,83,6.92,6.97,120.1,12.05,12.4,621.12,25.3,12.5,-9.27,13.01,-16.72,0,2.5,2.9
271.5,84.2,6.92,6.97,117.33,11.88,12.38,596.52,25.26,11.81,-9.79,12.96,-15.54,0,2.51,3.05
272,85.25,6.92,6.97,116.65,11.73,12.44,578.01,23.83,11.61,-10.31,12.94,-14.95,0,2.51,3.23
272.5,85.53,6.92,6.97,123.49,11.69,12.57,580.1,23.41,11.96,-10.65,12.99,-14.85,0,2.51,3.42
273,84.83,6.92,6.97,129.72,11.79,12.74,598.72,24.23,12.59,-10.67,13.09,-14.42,0,2.49,3.46
273.5,82.44,6.92,6.97,129.23,12.13,12.98,632.9,25.32,13.41,-9.53,13.16,-13.27,-0.01,2.48,3.43
274,79.11,6.92,6.97,124.25,12.64,13.33,664.1,25.53,14.57,-7.29,13.11,-11.5,-0.01,2.46,3.33
274.5,75.28,6.92,6.97,112.45,13.28,13.82,690.98,25.07,15.33,-4.54,13.07,-9.54,-0.01,2.45,3.06
275,72.09,6.92,6.97,100.07,13.87,14.44,695.41,24.03,15.66,-2.46,13.13,-7.78,0,2.44,2.87
275.5,71.12,6.92,6.97,100.45,14.06,14.99,692.75,23.08,15.79,-3.25,13.48,-6.6,0,2.44,2.82
276,73.33,6.92,6.97,110.58,13.64,14.98,679.79,23.67,15.51,-7.55,14.16,-6.54,0,2.44,2.84
276.5,78.08,6.92,6.97,113.33,12.81,13.92,667.89,24.36,14.45,-10.93,14.24,-7.86,0,2.46,2.9
277,84.48,6.92,6.97,108.31,11.84,12.01,657.57,23.85,14.02,-9.23,12.78,-10.3,0,2.47,2.99
277.5,92.21,6.92,6.97,109.06,10.84,10.01,650.9,23.46,15.5,-3.19,10.51,-13.25,0,2.44,3.08
278,100.85,6.92,6.97,107.24,9.92,8.42,649.45,24.45,17.96,1.76,8.85,-16.21,-0.01,2.4,3.05
278.5,112.12,6.92,6.97,91.43,8.92,7.33,647.13,26.82,19.96,-0.13,8.25,-18.72,0,2.37,2.85
279,124.64,6.92,6.97,77.47,8.02,6.62,644.67,26.55,20.65,-5.43,8.19,-20.62,0,2.36,2.65
279.5,136.06,6.92,6.97,76.84,7.35,6.15,636.14,24.81,20.77,-8.86,8.03,-21.92,0.01,2.35,2.57
280,145.55,6.92,6.97,80.03,6.87,5.84,627.99,24.36,20.75,-9.66,7.64,-22.53,0.01,2.36,2.61
280.5,151.76,6.92,6.97,78.16,6.59,5.63,617.45,25.89,20.96,-8.93,7.24,-22.21,0.02,2.35,2.65
281,154.31,6.92,6.97,75.91,6.48,5.53,609.87,27.64,21.47,-7.88,6.98,-20.8,0.02,2.34,2.58
281.5,153.73,6.92,6.97,76.93,6.5,5.5,603.12,26.94,22.03,-6.93,6.88,-18.57,0.01,2.33,2.47
282,151.19,6.92,6.97,78.41,6.61,5.55,602.41,25.18,22.41,-5.96,6.87,-16.25,0,2.33,2.4
282.5,148.24,6.92,6.97,74.63,6.75,5.66,597.57,23.67,22.6,-5.21,6.91,-14.38,0,2.32,2.47
283,146.21,6.92,6.97,70.03,6.84,5.82,593.1,23.24,22.31,-5.11,6.98,-13.12,0,2.33,2.6
283.5,145.39,6.92,6.97,74.71,6.88,5.97,578.83,23.41,21.71,-5.65,7.09,-12.29,0,2.34,2.71
284,146.03,6.92,6.97,82.2,6.85,6.08,566.57,24.49,21.82,-6.7,7.2,-11.51,-0.01,2.34,2.79
284.5,147.75,6.92,6.97,81.77,6.77,6.1,553.13,25.1,22.46,-8.04,7.3,-10.66,-0.01,2.33,2.79
285,149.98,6.92,6.97,75.66,6.67,6.02,545.31,24.76,22.64,-9.68,7.43,-9.93,0,2.32,2.72
285.5,151.02,6.92,6.97,74.43,6.62,5.9,544.87,24.83,22.36,-10.98,7.57,-9.6,0,2.33,2.59
286,149.46,6.92,6.97,75.01,6.69,5.82,553.84,25.47,22.41,-11.23,7.68,-9.74,0,2.33,2.51
286.5,144.1,6.92,6.97,72.55,6.94,5.89,568.91,26.59,22.75,-10.07,7.78,-10.15,0,2.32,2.51
287,135.59,6.92,6.97,68.9,7.38,6.22,587.63,27.54,22.87,-8.34,7.97,-10.34,0,2.32,2.58
287.5,125.66,6.92,6.97,67.62,7.96,6.94,599.66,27.03,22.06,-7.82,8.49,-9.68,0,2.33,2.57
288,114.56,6.92,6.97,78.49,8.73,8.2,611.94,25.48,20.19,-9.23,9.55,-8.18,0,2.36,2.55
288.5,103.41,6.92,6.97,97.45,9.67,10.04,617.61,24.35,17.75,-11.72,11.06,-6.65,0.01,2.41,2.67
289,94.22,6.92,6.97,111.62,10.61,12.18,621.29,24.59,15.51,-13.42,12.51,-5.6,0.02,2.44,2.84
289.5,86.84,6.92,6.97,117.45,11.52,13.77,617.41,25.08,14.96,-12.85,13.37,-5.17,0.01,2.45,3.06
290,82.41,6.92,6.97,120.27,12.13,13.92,605.55,25.65,15.73,-10.45,13.4,-5.44,0,2.44,3.15
290.5,81.32,6.92,6.97,126.63,12.3,12.82,592.22,26.55,16.17,-6.28,12.54,-6.35,0,2.43,3.12
291,83.41,6.92,6.97,127.14,11.99,11.4,579.26,27.75,16.76,-1.39,11.21,-7.59,0,2.42,3.1
291.5,87.33,6.92,6.97,118.12,11.45,10.32,571.99,27.65,18.08,1.98,10.13,-8.81,-0.01,2.4,3.08
292,91.76,6.92,6.97,107.84,10.9,9.77,569.36,26.72,19.41,2.59,9.56,-9.82,-0.01,2.38,2.97
292.5,95.65,6.92,6.97,100.96,10.45,9.73,571.41,25.81,20.51,0.81,9.46,-10.53,-0.01,2.36,2.8
293,98.13,6.92,6.97,98.49,10.19,10.08,575.58,25.46,21.14,-1.79,9.66,-10.81,-0.01,2.35,2.73
293.5,99.17,6.92,6.97,96.66,10.08,10.65,578.6,26.15,21.12,-4.18,9.98,-10.81,-0.01,2.35,2.72
294,99.03,6.92,6.97,97.98,10.1,11.23,577.36,26.61,20.93,-6.24,10.38,-10.7,-0.01,2.35,2.79
294.5,98.1,6.92,6.97,106.21,10.19,11.61,575.61,27.08,20.56,-8.39,10.9,-10.46,0,2.36,2.88
295,96.46,6.92,6.97,111.12,10.37,11.69,567.52,26.15,20.07,-9.92,11.41,-9.96,0,2.37,2.95
295.5,94.48,6.92,6.97,111.95,10.58,11.48,556.77,24.24,19.93,-9.34,11.51,-9.05,0,2.37,2.96
296,92.21,6.92,6.97,110.16,10.84,11.2,539.05,24.09,20.57,-6.5,11.16,-7.62,0,2.36,2.96
296.5,90.02,6.92,6.97,103.29,11.11,11.09,524.2,26.07,21.4,-3.24,10.76,-5.64,0,2.34,2.96
297,87.99,6.92,6.97,99.91,11.37,11.28,517.69,27.57,21.5,-1.77,10.72,-3.25,0,2.34,2.93
297.5,86.37,6.92,6.97,99.13,11.58,11.8,524.89,28.23,20.92,-3.52,11.26,-0.68,0,2.35,2.88
298,85.21,6.92,6.97,100.2,11.74,12.52,543.31,27.26,19.88,-7.61,12.29,1.83,0,2.37,2.86
298.5,84.33,6.92,6.97,108.1,11.86,13.17,565.38,25.76,18.36,-11.62,13.41,3.93,0.01,2.4,2.84
299,83.71,6.92,6.97,115.67,11.95,13.44,583.38,25.41,16.73,-13.86,14.12,5.25,0.01,2.42,2.84
299.5,83.44,6.92,6.97,116.11,11.99,13.19,595.42,25.23,16.1,-13.41,14.04,5.78,0.01,2.43,2.88
300,83.56,6.92,6.97,114.14,11.97,12.59,598.31,26.03,16.39,-10.1,13.13,6.06,0.01,2.43,2.88
300.5,84.52,6.92,6.97,112.22,11.83,11.93,600.98,27.66,17.44,-5.51,11.91,6.43,0.01,2.41,2.84
301,86.2,6.92,6.97,106.03,11.6,11.42,603.99,27.68,18.63,-2.66,11.11,6.77,0,2.39,2.76
301.5,87.67,6.92,6.97,95.36,11.41,11.1,609.15,26.47,19.31,-2.71,10.94,6.89,0,2.38,2.74
302,87.96,6.92,6.97,85.6,11.37,10.97,614.01,24.78,19.51,-3.57,11.07,6.88,0,2.38,2.81
302.5,86.6,6.92,6.97,84.18,11.55,11.04,615.24,24.76,19.19,-3.1,11.14,6.89,0,2.38,2.89
303,83.53,6.92,6.97,85.68,11.97,11.44,612.47,24.5,18.16,-1.75,11.26,6.79,0,2.4,2.81
303.5,80.04,6.92,6.97,82.6,12.49,12.31,603.66,24.59,17.12,-2.96,11.99,6.31,0,2.42,2.74
304,77.55,6.92,6.97,80.32,12.9,13.63,593.89,23.72,16.18,-9.07,13.82,5.58,0.01,2.43,2.74
304.5,76.05,6.92,6.97,83.88,13.15,14.95,586.91,21.91,14.6,-16.83,16.44,4.82,0.01,2.46,2.77
305,75.28,6.92,6.97,87.06,13.28,15.39,585.72,20.75,13.54,-19.97,17.76,3.99,0.01,2.48,2.87
305.5,75.15,6.92,6.97,84.09,13.31,14.59,585.8,19.83,14.66,-15.81,16.27,2.9,0,2.46,3.04
306,75.73,6.92,6.97,81.78,13.2,13.25,588.32,19.97,17.11,-7.78,13.79,1.68,-0.01,2.42,3.13
306.5,77.35,6.92,6.97,86.33,12.93,12.12,579.37,21.78,18.22,-1.81,12.14,0.57,0,2.4,3.04
307,80.59,6.92,6.97,89.13,12.41,11.41,562.67,24.24,18.27,-1.05,11.52,-0.34,0.01,2.4,2.9
307.5,84.46,6.92,6.97,88.89,11.84,11.05,542.86,25.14,18.26,-3.07,11.41,-1.07,0.01,2.4,2.91
308,87.65,6.92,6.97,92.43,11.41,10.9,533.02,23.93,18.57,-4.26,11.25,-1.66,0.01,2.39,2.94
308.5,89.67,6.92,6.97,97.8,11.15,10.88,539.58,23.16,18.73,-3.97,10.94,-1.93,0,2.39,2.93
309,90.22,6.92,6.97,102.09,11.08,10.98,556.68,24.25,18.16,-3.35,10.76,-1.69,0,2.4,2.87
309.5,89.62,6.92,6.97,104.75,11.16,11.19,575.84,24.88,17.42,-3.33,10.83,-0.99,0.01,2.41,2.85
310,88.57,6.92,6.97,103.76,11.29,11.46,591.31,25.14,17.04,-3.51,10.98,-0.11,0.01,2.42,2.91
310.5,87.76,6.92,6.97,105.32,11.39,11.68,599.02,25.5,16.82,-3.65,11.11,0.63,0.01,2.42,2.94
311,87.18,6.92,6.97,108.99,11.47,11.74,605.37,25.32,16.75,-3.79,11.21,0.92,0.02,2.42,2.95
311.5,86.9,6.92,6.97,110.62,11.51,11.63,605.6,24.36,16.82,-3.53,11.19,0.76,0.01,2.42,2.92
312,86.99,6.92,6.97,113.1,11.5,11.42,607.41,24.34,17.06,-2.74,11.02,0.4,0,2.42,2.89
312.5,87.15,6.92,6.97,110.21,11.47,11.24,611.44,24.89,17.14,-2.07,10.88,0.29,0,2.42,2.82
313,87.47,6.92,6.97,103.24,11.43,11.19,613.3,24.39,17.07,-2.07,10.84,0.51,0,2.42,2.66
313.5,88.14,6.92,6.97,103.39,11.35,11.28,611.12,23.23,17.07,-2.57,10.85,1.01,0,2.42,2.6
314,88.63,6.92,6.97,106.84,11.28,11.51,601.38,22.72,16.65,-3.44,10.96,1.66,0.01,2.43,2.65
314.5,88.27,6.92,6.97,106.51,11.33,11.82,592.11,23.27,16.22,-4.63,11.24,2.39,0.01,2.43,2.67
315,87.15,6.92,6.97,104.59,11.47,12.17,583.74,24.48,16.3,-5.86,11.64,3.11,0.01,2.43,2.64
315.5,84.96,6.92,6.97,106.82,11.77,12.52,581.95,25.61,16.47,-6.23,12.01,3.67,0.01,2.43,2.71
316,81.82,6.92,6.97,109.64,12.22,12.91,581.71,24.72,16.5,-5.11,12.2,3.95,0,2.43,2.85
316.5,78.48,6.92,6.97,104.83,12.74,13.43,585.79,23.91,16.81,-3.72,12.38,3.88,0,2.42,2.98
317,75.57,6.92,6.97,102.47,13.23,14.17,584.51,24.21,17.27,-4.48,13.01,3.57,0,2.41,3.09
317.5,73.66,6.92,6.97,103.24,13.58,15.01,587.69,24.38,17.39,-7.81,14.17,3.15,0,2.41,3.17
318,72.5,6.92,6.97,101.32,13.79,15.64,580.44,23.96,17.09,-11.25,15.36,2.68,0,2.42,3.21
318.5,72.15,6.92,6.97,98.3,13.86,15.68,567.98,23.15,16.43,-12.59,15.84,2.31,0,2.43,3.12
319,72.61,6.92,6.97,103.01,13.77,15.13,549.08,23.06,16.07,-11.72,15.47,1.92,0,2.44,2.93
319.5,73.98,6.92,6.97,115,13.52,14.26,537.83,23.7,16.2,-9.66,14.61,1.29,0,2.43,2.8
320,75.88,6.92,6.97,120.13,13.18,13.39,542.22,24.8,15.83,-6.92,13.55,0.4,0.01,2.44,2.71
320.5,78.07,6.92,6.97,115.29,12.81,12.67,560.42,25.45,14.74,-4.16,12.54,-0.69,0.02,2.46,2.64
321,80.41,6.92,6.97,111.17,12.44,12.16,582.1,26,14.75,-2.4,11.81,-1.86,0.02,2.46,2.67
321.5,82.67,6.92,6.97,112.99,12.1,11.84,603.08,26,15.93,-2.09,11.44,-2.88,0.01,2.44,2.78
322,84.7,6.92,6.97,113.4,11.81,11.69,617.32,26.42,16.96,-2.76,11.31,-3.6,0,2.42,2.89
322.5,86.56,6.92,6.97,114.92,11.55,11.64,632.13,27.2,17.03,-3.91,11.31,-4.1,0.01,2.42,2.93
323,87.85,6.92,6.97,115.01,11.38,11.64,637.02,27.61,17.02,-5.13,11.4,-4.32,0.01,2.42,2.89
323.5,88.57,6.92,6.97,111.94,11.29,11.59,636.92,26.38,16.87,-5.86,11.46,-4.12,0.01,2.42,2.84
324,88.86,6.92,6.97,111.59,11.25,11.46,636.79,26.16,16.64,-5.42,11.34,-3.66,0.01,2.43,2.86
324.5,88.33,6.92,6.97,111.56,11.32,11.25,636.57,26.98,16.9,-3.73,11.06,-3.28,0,2.42,2.98
325,87.24,6.92,6.97,105.82,11.46,11.1,640.85,26.28,17.21,-1.59,10.77,-3.1,0,2.42,3.09
325.5,86.32,6.92,6.97,101.56,11.58,11.11,638.78,25.48,17.36,-0.28,10.64,-3.06,-0.01,2.41,2.99
326,85.98,6.92,6.97,99.41,11.63,11.37,633.68,24.61,17.08,-0.94,10.8,-3.24,0,2.42,2.85
326.5,86.46,6.92,6.97,99.52,11.57,11.79,622.85,23.65,16.45,-3.82,11.3,-3.53,0,2.43,2.83
327,87.24,6.92,6.97,107.01,11.46,12.18,615.06,23.55,15.22,-7.42,11.97,-3.99,0.02,2.45,2.86
327.5,87.49,6.92,6.97,110,11.43,12.33,608.23,24.03,14.48,-9.26,12.37,-4.67,0.03,2.46,2.87
328,86.53,6.92,6.97,106.25,11.56,12.27,609.21,24.28,15.26,-8.27,12.26,-5.24,0.02,2.45,2.81
328.5,84.31,6.92,6.97,102.38,11.86,12.22,604.48,23.68,16.67,-6.32,12.12,-5.41,0,2.42,2.77
329,81.13,6.92,6.97,98.71,12.33,12.43,600.57,23.88,17.42,-5.66,12.42,-5.08,-0.01,2.41,2.89
329.5,77.41,6.92,6.97,98.73,12.92,13.04,582.91,24.41,16.74,-6.2,13.11,-4.72,0,2.42,3.06
330,73.53,6.92,6.97,105.61,13.6,14.13,562.33,24.82,15.79,-7.27,14.05,-4.74,0.01,2.44,3.14
330.5,69.82,6.92,6.97,111.59,14.32,15.71,545.34,25.53,15.52,-10.57,15.7,-5.13,0.01,2.44,3.14
331,67.35,6.92,6.97,106.35,14.85,17.63,543.54,25.57,15.22,-17.97,18.93,-5.68,0.01,2.45,3.14
331.5,66.08,6.92,6.97,97.03,15.13,19.17,556.4,24.31,13.9,-26.57,23.33,-6.16,0.02,2.47,3.2
332,65.29,6.92,6.97,88.84,15.32,19.31,575.01,20.94,12,-30.08,25.6,-6.31,0.02,2.5,3.28
332.5,64.94,6.92,6.97,83.47,15.4,17.96,586.94,18.16,11.59,-25.07,22.92,-6.25,0.01,2.51,3.27
333,65.3,6.92,6.97,86.85,15.31,16.18,595.95,18.97,12.61,-15.56,18.53,-6.15,0,2.49,3.08
333.5,66.96,6.92,6.97,96.51,14.93,14.81,596.69,21.35,13.74,-8.41,15.68,-6.04,0,2.47,2.85
334,70.02,6.92,6.97,109.68,14.28,14.05,601.66,22.58,14.58,-7.09,14.66,-5.95,0,2.46,2.81
334.5,74.11,6.92,6.97,118.62,13.49,13.71,604.38,24.09,15.27,-9.6,14.57,-5.86,0,2.45,2.93
335,77.78,6.92,6.97,117.28,12.86,13.55,608.35,25.33,15.47,-11.83,14.53,-5.77,0,2.45,3.07
335.5,80.2,6.92,6.97,116.66,12.47,13.38,614.06,25.51,15.08,-12.62,14.34,-5.76,0,2.45,3.13
336,81.32,6.92,6.97,117.69,12.3,13.17,617.39,25.66,15.03,-12.18,14.03,-6,-0.01,2.45,3.17
336.5,81.17,6.92,6.97,118,12.32,12.99,619.23,25.01,16.06,-10.37,13.57,-6.57,-0.01,2.44,3.2
337,80.52,6.92,6.97,115.97,12.42,12.93,616.2,24.03,16.97,-8.25,13.12,-7.36,-0.01,2.42,3.16
337.5,79.75,6.92,6.97,106.4,12.54,13.01,613.01,24.02,16.94,-7.42,13.04,-8.1,-0.01,2.42,3.06
338,79.3,6.92,6.97,102.69,12.61,13.17,608.88,23.29,16.12,-7.92,13.24,-8.51,-0.01,2.43,2.96
338.5,79.19,6.92,6.97,106.51,12.63,13.29,605.88,23.69,15.45,-8.65,13.44,-8.52,-0.01,2.45,3.01
339,79.32,6.92,6.97,110.59,12.61,13.33,599.97,25.71,15.26,-9.28,13.58,-8.38,-0.01,2.45,3.09
339.5,79.42,6.92,6.97,113.14,12.59,13.29,598.79,25.71,14.33,-9.7,13.67,-8.45,0,2.47,3.06
340,79.76,6.92,6.97,116.35,12.54,13.19,588.81,24.85,13.09,-10.28,13.77,-9.04,0.01,2.49,3.02
340.5,80.39,6.92,6.97,119.03,12.44,13.06,577.65,25.38,12.92,-10.98,13.85,-10.25,0.02,2.49,3.04
341,80.82,6.92,6.97,119.45,12.37,12.9,559.43,26.45,13.55,-11.09,13.81,-11.86,0,2.48,3.06
341.5,81.24,6.92,6.97,123.21,12.31,12.74,546.42,27.34,13.63,-10.68,13.64,-13.62,0,2.48,3.08
342,81.44,6.92,6.97,124.02,12.28,12.62,547.23,26.89,13.8,-9.64,13.33,-15.28,0,2.47,3.11
342.5,81.28,6.92,6.97,122.6,12.3,12.61,566.58,26.2,13.64,-8.26,13.01,-16.68,0,2.48,3.01
343,80.99,6.92,6.97,126.46,12.35,12.75,595.14,26.79,13.75,-7.88,12.96,-18.06,0,2.47,2.91
343.5,80.65,6.92,6.97,127.61,12.4,13.03,623.16,26.51,15.08,-9.63,13.46,-19.64,-0.01,2.45,3.01
344,80.42,6.92,6.97,127.02,12.44,13.34,639.73,25.52,16.09,-13.11,14.44,-21.37,-0.02,2.43,3.2
344.5,79.93,6.92,6.97,126.35,12.51,13.54,649.08,24.94,15.9,-15.71,15.31,-22.26,-0.01,2.44,3.25
345,79.11,6.92,6.97,116.82,12.64,13.54,650.93,24.38,15.16,-15.06,15.25,-19.38,-0.01,2.45,3.23
345.5,77.71,6.92,6.97,111.79,12.87,13.43,657.54,24.38,14.67,-11.3,14.39,-11.24,-0.02,2.46,3.2
346,76.37,6.92,6.97,116.93,13.09,13.38,666.27,26.25,14.51,-7.72,13.66,-3.36,-0.02,2.46,3.16
346.5,75.36,6.92,6.97,123.38,13.27,13.5,672.8,28.75,14.84,-6.52,13.53,0.72,-0.02,2.46,3.14
347,74.99,6.92,6.97,126.04,13.33,13.77,678.44,28.63,15.34,-7.27,13.79,1.87,-0.02,2.45,3.18
347.5,75.37,6.92,6.97,125.35,13.27,14.02,679.22,28.11,15.79,-8.32,13.99,1.81,-0.02,2.44,3.32
